id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1424130050,20141216T000000,995000,5,4,5610,22529,2,0,0,3,11,4090,1520,1996,0,98072,47.7239,-122.092,3860,24751
6403500570,20140612T000000,498500,5,2.75,2990,7420,2,0,0,3,8,2990,0,1996,0,98059,47.4944,-122.162,2290,7678
8857100060,20141110T000000,277700,2,1.5,1240,1055,2,0,0,3,8,1200,40,1967,0,98008,47.6104,-122.112,1410,1340
1117300050,20150327T000000,537000,3,2,1550,27003,1.5,0,0,3,8,1550,0,1982,0,98074,47.606,-122.056,2400,27003
1245002952,20141015T000000,1197350,4,2.5,2770,7800,2,0,0,3,10,2770,0,1999,0,98033,47.684,-122.205,2720,10000
3330500075,20150424T000000,465000,3,1,930,3348,1,0,0,4,6,930,0,1926,0,98118,47.5532,-122.277,1210,3348
4027700795,20150318T000000,268300,3,1,1190,9000,1,0,0,3,7,1190,0,1968,0,98028,47.77,-122.264,1960,7200
7923700020,20141121T000000,450000,4,2,1570,7320,1,0,0,4,7,1570,0,1960,0,98007,47.5967,-122.14,1530,8800
2916200138,20150202T000000,375000,3,2,1260,7560,2,0,0,5,6,1260,0,1943,0,98133,47.7225,-122.351,1260,7595
5089700300,20150311T000000,365650,4,2.25,2380,7700,2,0,0,4,8,2380,0,1977,0,98055,47.4391,-122.194,2100,7700
3523029077,20141007T000000,297000,3,1,1340,18000,1,0,0,4,7,1340,0,1924,0,98070,47.4443,-122.509,1660,196591
1787600224,20150310T000000,390000,3,2.5,1640,6991,1,0,0,3,7,1110,530,1967,0,98125,47.7255,-122.327,1860,7342
3445000274,20150513T000000,170000,3,1,970,8710,1,0,0,4,6,970,0,1962,0,98198,47.4167,-122.302,1280,11805
2473381090,20150325T000000,270000,3,2.25,2390,7000,1,0,0,4,7,1990,400,1970,0,98058,47.4568,-122.169,1610,7000
2919702040,20140612T000000,599000,5,2.75,2820,4608,1,0,0,3,7,1450,1370,1967,0,98117,47.6886,-122.361,1620,3840
8901001290,20140903T000000,477000,4,1.5,1380,7800,1,0,0,3,7,1080,300,1928,0,98125,47.7093,-122.306,1770,7503
7972600676,20141104T000000,349000,3,1.75,1690,5080,1,0,0,3,7,1190,500,1976,0,98106,47.5312,-122.348,1300,5080
3363900155,20141209T000000,470000,2,1,1220,4000,1.5,0,0,4,6,1220,0,1908,0,98103,47.6801,-122.354,1580,4000
2309710070,20150114T000000,280000,3,2.75,1740,5639,1,0,3,3,7,1740,0,2010,0,98022,47.1942,-121.977,2380,5331
7785350010,20150402T000000,935000,3,2.5,3570,15151,1,0,0,4,8,2400,1170,1981,0,98177,47.7475,-122.364,3140,14375
5499700045,20141030T000000,679000,3,2.5,1780,4320,2,0,0,4,8,1780,0,1930,1986,98115,47.6809,-122.293,1690,4952
4354700010,20150421T000000,482500,3,2,1330,6490,1,0,0,4,7,1330,0,1954,0,98125,47.7181,-122.308,1580,7202
7852040210,20140617T000000,449950,4,2.5,2470,3811,2,0,0,3,8,2470,0,1999,0,98065,47.5362,-121.877,2400,4266
3630120380,20150205T000000,539950,2,2,1670,3507,1,0,0,3,9,1670,0,2007,0,98029,47.5545,-122.003,2330,3889
1112700060,20150311T000000,399900,3,1.75,1260,12750,1,0,0,3,7,1260,0,1979,0,98034,47.7289,-122.233,1460,7865
4060000170,20140820T000000,255000,2,1,1260,7810,2,0,0,3,6,1260,0,1945,0,98178,47.5003,-122.248,1260,7755
3629920140,20150407T000000,477000,3,2.25,1260,3000,2,0,0,3,7,1260,0,2003,0,98029,47.5459,-121.997,1630,3023
7923600330,20141119T000000,520000,5,1.75,2040,5280,1,0,0,4,7,1020,1020,1961,0,98007,47.5941,-122.144,1720,7344
3211200460,20140806T000000,389000,4,1,1520,9800,1.5,0,0,4,7,1520,0,1971,0,98034,47.7303,-122.236,1540,7700
4232903990,20141119T000000,770000,3,1,2230,3200,2,0,2,3,8,1630,600,1918,0,98109,47.6334,-122.356,2280,5400
7137950460,20140926T000000,272000,4,2.5,2070,6175,2,0,0,3,8,2070,0,1993,0,98092,47.3262,-122.174,1940,6175
8648210050,20150403T000000,280000,3,1.75,1480,8165,1,0,0,4,7,1480,0,1985,0,98042,47.3624,-122.079,1450,7939
1189000700,20141001T000000,625000,3,1.5,1600,4128,1.5,0,0,3,8,1250,350,1906,0,98122,47.6122,-122.297,1540,3976
3964400120,20150508T000000,512500,4,1.75,1620,4240,1.5,0,0,5,7,1620,0,1916,0,98144,47.5746,-122.311,1450,4240
9530100921,20141027T000000,483000,4,1.5,1220,3780,1.5,0,0,3,7,1220,0,1927,0,98107,47.6667,-122.36,1400,3185
8682231110,20140609T000000,579000,2,2,1870,6275,1,0,0,3,8,1870,0,2003,0,98053,47.7108,-122.031,1670,5200
5160300020,20140609T000000,554000,3,1.75,1760,10780,1,0,0,3,8,1760,0,1977,0,98005,47.5938,-122.154,2090,10780
6358900070,20141222T000000,810000,4,3.25,4140,46173,2,0,0,3,9,4140,0,2007,0,98011,47.7647,-122.213,2060,43103
2473411240,20150324T000000,329950,4,1.75,1740,7208,1.5,0,0,3,8,1740,0,1976,0,98058,47.4483,-122.13,1680,7350
5700000275,20140528T000000,635000,3,2.5,2300,5500,1.5,0,0,4,8,2000,300,1921,0,98144,47.5785,-122.293,2100,5000
3904100065,20141028T000000,340000,2,1,1280,9690,1,0,0,4,6,640,640,1919,0,98118,47.5341,-122.279,1630,15884
2856100185,20140721T000000,365000,2,1,680,2550,1,0,0,4,5,680,0,1901,0,98117,47.6767,-122.388,1120,5100
472000895,20140922T000000,1057000,4,2.75,4510,5000,2.5,0,2,3,8,3270,1240,1941,2000,98117,47.6852,-122.4,2010,5000
2770605550,20150310T000000,1135000,4,3.25,2960,4296,2,0,0,3,9,2190,770,2007,0,98119,47.6526,-122.372,2150,6000
1823069088,20150504T000000,492000,2,1.75,1300,22239,1,0,0,4,7,1300,0,1945,1986,98059,47.4801,-122.092,1300,14810
1723059050,20140611T000000,290300,2,1,860,3874,1,0,0,4,6,860,0,1931,0,98055,47.4836,-122.204,1400,5106
121059007,20140808T000000,210000,4,1,1200,43560,1,0,0,3,5,1200,0,1968,0,98042,47.3375,-122.123,1400,54450
3797002585,20140709T000000,660000,3,1,1240,3500,1,0,0,4,7,1240,0,1927,0,98103,47.6835,-122.347,1650,3360
5556900080,20140926T000000,169000,3,1,910,7686,1,0,0,3,7,910,0,1969,0,98001,47.3405,-122.288,1020,7686
2215450060,20141223T000000,302495,3,2.5,2200,7201,2,0,0,3,8,2200,0,1994,0,98030,47.3821,-122.207,2250,7240
1523089266,20140722T000000,447500,3,2.5,2320,15024,2,0,0,3,8,2320,0,1990,0,98045,47.4829,-121.766,2300,15145
1972200227,20141007T000000,459000,3,1.5,1160,1031,3,0,0,3,8,1160,0,2008,0,98103,47.6538,-122.357,1268,1688
2111010080,20140617T000000,330000,3,2.5,3040,7232,2,0,0,3,7,3040,0,2003,0,98092,47.3355,-122.168,2760,6926
751000190,20141002T000000,355000,3,1.75,1120,7740,1,0,0,4,6,860,260,1948,0,98125,47.7107,-122.291,1240,7740
1774220070,20150507T000000,550000,4,2.25,2590,36256,2,0,0,3,8,2590,0,1978,0,98077,47.769,-122.094,2670,35657
7104100065,20140926T000000,425000,2,2,1280,4095,2,0,0,4,8,1280,0,1918,0,98136,47.5501,-122.393,1470,5500
4038700680,20140725T000000,750000,5,3,2230,8560,1,0,0,3,8,1150,1080,1960,2014,98008,47.6154,-122.115,2040,8560
1588600040,20150206T000000,365000,2,1,770,5680,1,0,0,4,6,770,0,1929,0,98117,47.6951,-122.366,1170,5514
9238450150,20140512T000000,368000,3,1,1280,9898,1,0,0,3,7,1280,0,1968,0,98072,47.7677,-122.163,1290,9625
685000265,20150102T000000,825000,3,1.75,1930,8442,1,0,0,4,7,1930,0,1953,0,98004,47.6313,-122.204,1790,8442
8078440050,20140730T000000,569500,4,2.5,2340,8248,2,0,0,3,8,2340,0,1989,0,98074,47.6314,-122.03,2140,9963
7169500130,20141219T000000,495000,2,2.25,1460,1623,2,0,0,3,8,1260,200,2005,0,98115,47.6764,-122.301,1460,1137
5561300540,20140602T000000,492000,3,1.75,2770,39927,1,0,0,4,8,1580,1190,1978,0,98027,47.4669,-122.003,2420,36384
339600090,20140925T000000,369950,3,2.5,1360,3718,2,0,0,3,7,1360,0,1987,0,98052,47.6827,-122.097,1090,3718
859000160,20141203T000000,375000,4,2,1720,2410,1,0,0,3,7,970,750,1930,2006,98106,47.5252,-122.361,1160,1404
9325200160,20140619T000000,540500,5,3.75,3090,7415,2,0,0,3,8,3090,0,2014,0,98166,47.435,-122.329,2790,7425
2487700274,20150309T000000,437000,2,3,1460,1452,2,0,0,3,8,1140,320,2007,0,98136,47.5224,-122.39,1460,1452
7417100133,20141113T000000,310000,4,3,2320,7200,2,0,0,3,7,2320,0,1976,0,98155,47.7703,-122.312,2050,10000
2919700109,20140722T000000,350000,2,2.5,1280,940,2,0,0,3,8,1060,220,2006,0,98103,47.6904,-122.364,1290,2900
2545900050,20140509T000000,234950,3,1,1360,9948,1,0,0,3,6,1360,0,1977,0,98010,47.3422,-122.053,1670,8475
4232401265,20141020T000000,1112750,5,3.5,3090,3600,2,0,0,3,9,2060,1030,2000,0,98112,47.6217,-122.309,2240,3904
722039087,20150504T000000,329000,2,1,990,57499,1,0,0,2,6,990,0,1949,0,98070,47.4145,-122.463,2090,27442
3521049048,20140811T000000,515000,3,2.5,3430,48993,2,0,0,3,9,3430,0,2001,0,98001,47.2609,-122.27,2460,36256
6874200960,20150227T000000,170000,2,1,860,5265,1,0,0,3,6,860,0,1931,0,98178,47.5048,-122.272,1650,8775
5710610250,20140701T000000,5.00E+05,5,3.25,3130,12087,2,0,0,3,8,2180,950,1975,0,98027,47.5336,-122.052,2410,10350
5309100295,20141017T000000,782000,4,1.75,1500,6820,1.5,0,0,5,7,1500,0,1905,0,98117,47.6794,-122.37,1360,4125
3629970620,20141003T000000,476100,4,2.5,1850,1836,2,0,0,3,7,1600,250,2005,0,98029,47.5529,-121.996,1770,2236
3220200040,20140616T000000,1712500,3,3.25,2940,5432,3,0,3,4,10,2440,500,1978,0,98109,47.6299,-122.354,4400,5500
1732800199,20150511T000000,935000,2,2.5,1680,977,3,0,0,3,9,1680,0,2009,0,98119,47.632,-122.361,1680,977
7853420110,20141003T000000,594866,3,3,2780,6000,2,0,0,3,9,2780,0,2013,0,98065,47.5184,-121.886,2850,6000
1180002735,20141119T000000,269000,2,1.5,1010,6000,1,0,0,4,7,1010,0,1923,0,98178,47.498,-122.222,1290,6000
5469502460,20140909T000000,375000,4,2.75,3140,24800,1,0,0,4,8,2080,1060,1971,0,98042,47.3782,-122.161,2850,12900
1250200285,20150317T000000,261500,3,1,1130,3600,1,0,0,3,6,1130,0,1908,0,98144,47.5978,-122.299,1710,2231
8645500270,20141028T000000,246000,4,1.75,1720,7455,1,0,0,4,7,1020,700,1963,0,98058,47.4669,-122.182,1720,7700
4312700340,20150318T000000,178000,4,1.5,1200,11163,1.5,0,0,4,6,1200,0,1970,0,98092,47.3024,-122.106,1200,11163
3023049256,20140604T000000,390000,3,1,1240,11108,1,0,0,4,7,1240,0,1952,0,98166,47.4465,-122.354,2220,16533
121029034,20140624T000000,549000,2,1,2034,13392,1,1,4,5,7,1159,875,1947,0,98070,47.3312,-122.503,1156,15961
4475000120,20150202T000000,360000,4,3,2580,6740,2,0,0,3,8,2580,0,1999,0,98058,47.4296,-122.185,2010,6740
1251200055,20140626T000000,1340000,4,3.5,3190,5040,2,0,3,3,10,2160,1030,2003,0,98144,47.5928,-122.29,2390,4800
3649100473,20140528T000000,365000,3,1.5,1300,12240,1,0,0,3,7,1300,0,1963,0,98028,47.737,-122.243,2040,9326
8856940060,20150227T000000,374950,4,2.75,2730,4683,2,0,0,3,7,2730,0,2005,0,98038,47.3608,-122.043,2230,4924
5561300730,20140605T000000,530000,4,3.25,4160,35654,2,0,0,3,8,2760,1400,1973,0,98027,47.4683,-122.008,2500,35675
8011100047,20150306T000000,530000,4,2.75,2740,7872,2,0,0,3,10,2740,0,2015,0,98056,47.4954,-122.172,1220,6300
9430110120,20150505T000000,737000,3,2.5,2300,7800,2,0,2,3,9,2300,0,1997,0,98052,47.6842,-122.155,2300,8187
2781250400,20141008T000000,350500,2,2.5,1770,4950,1,0,0,3,7,1770,0,2003,0,98038,47.3497,-122.025,1770,4500
2725069121,20140903T000000,813000,4,2.5,3320,52707,2,0,0,3,10,3320,0,1999,0,98074,47.6247,-122.016,3040,54450
1235700052,20140630T000000,963000,4,3.25,3530,8589,2,0,0,3,10,3530,0,2007,0,98033,47.6975,-122.195,2470,9019
2155000160,20140508T000000,538000,4,1.75,1840,9600,1,0,0,3,7,1220,620,1967,0,98052,47.6579,-122.125,1770,9720
3416601021,20140926T000000,569500,4,1,1960,3194,2,0,0,3,7,1960,0,1907,0,98144,47.6005,-122.296,1870,4200
6352600650,20150402T000000,936000,4,2.5,3330,8897,2,0,0,3,10,3330,0,2001,0,98074,47.6484,-122.08,3150,7515
1311500020,20140703T000000,198000,4,1.75,2080,7200,1,0,0,4,7,1050,1030,1966,0,98001,47.3385,-122.282,1500,7350
9406540050,20140905T000000,428400,4,2.5,2650,6000,2,0,0,3,9,2650,0,2000,0,98038,47.3768,-122.028,2630,6381
7893805650,20150313T000000,475000,5,2,2050,10200,1,0,0,3,6,1430,620,1956,0,98198,47.4136,-122.333,1940,8625
5255700160,20140805T000000,485000,3,1.75,2590,8384,1,0,0,4,8,1590,1000,1971,0,98011,47.7739,-122.199,2590,8800
561000300,20140623T000000,345100,3,3.75,1950,8625,1,0,0,3,8,1360,590,1959,0,98178,47.505,-122.258,1950,6670
3797000290,20140612T000000,660000,3,3,2340,2970,2,0,0,5,8,2160,180,1925,0,98103,47.6868,-122.348,1370,4000
7694800070,20140818T000000,468000,2,2.5,1480,2167,2,0,0,3,8,1390,90,2007,0,98052,47.6658,-122.132,2130,2556
6613000930,20140902T000000,2950000,4,3.25,3890,25470,2,1,3,5,10,3030,860,1923,0,98105,47.6608,-122.269,4140,19281
7697800040,20140826T000000,470000,4,2.75,2150,9820,1,0,0,4,8,1220,930,1979,0,98011,47.7758,-122.2,2060,9830
6141100445,20150107T000000,499000,2,1.5,1540,6549,2,0,0,3,7,1540,0,1980,0,98133,47.7189,-122.353,1470,6552
3329530480,20140701T000000,241000,3,2,1770,7000,1,0,0,3,7,1770,0,1986,0,98001,47.3321,-122.261,1510,10462
3904940160,20140904T000000,555000,3,2.5,2160,7584,2,0,0,3,8,2160,0,1988,0,98029,47.5751,-122.014,2160,7372
7525100060,20140820T000000,497000,4,2.25,2250,3463,2,0,0,4,8,2250,0,1968,0,98052,47.6324,-122.106,1850,2811
8025700590,20140519T000000,215000,3,1,970,7275,1,0,0,4,7,970,0,1970,0,98031,47.4006,-122.188,1750,7200
5453700060,20150224T000000,875000,4,1.75,2180,9726,1,0,0,4,9,2180,0,1966,0,98040,47.5359,-122.233,2560,10244
3295750550,20141124T000000,290000,3,2,1760,6600,1,0,0,3,7,1760,0,1998,0,98030,47.3836,-122.184,2590,6600
8663310050,20141006T000000,510000,4,2.5,2440,10423,1,0,0,3,7,2440,0,1955,1993,98034,47.725,-122.172,1990,7758
1900000195,20140630T000000,1.00E+05,2,1,930,7623,1,0,0,2,6,930,0,1942,0,98166,47.467,-122.349,1300,7641
7613700950,20140610T000000,1240000,5,3,2830,7500,2,0,0,3,9,2460,370,1923,0,98105,47.6579,-122.277,2900,5000
8089510150,20141202T000000,925000,4,2.5,3540,18168,2,0,0,3,10,3540,0,1996,0,98006,47.5441,-122.131,4130,11180
5589300205,20140805T000000,274000,5,1,1680,9383,1,0,0,3,7,1400,280,1929,0,98155,47.7523,-122.311,1680,9458
6146600595,20150410T000000,209950,2,1,860,5080,1,0,0,3,7,860,0,1960,0,98032,47.39,-122.236,1250,6477
8910500237,20140726T000000,350000,3,3.25,1210,941,2,0,0,3,8,1000,210,2002,0,98133,47.7114,-122.356,1650,1493
325059086,20140825T000000,811000,2,2.5,2510,17986,2,0,0,3,9,2510,0,1943,2014,98052,47.6832,-122.164,2440,8039
3905000340,20140724T000000,672000,4,2.5,2440,10049,2,0,0,4,9,2440,0,1989,0,98029,47.5744,-121.993,2820,8484
7834800225,20140820T000000,875000,3,2,2010,4000,1,0,0,5,7,1210,800,1915,0,98103,47.6638,-122.329,1770,4000
9323000010,20150416T000000,415000,4,2.5,2670,8279,2,0,0,3,7,2670,0,1999,0,98148,47.4292,-122.328,2290,7504
9269750010,20150402T000000,230000,5,2,1210,12538,2,0,0,3,7,1210,0,1982,0,98023,47.2848,-122.361,1510,7700
3825310970,20140724T000000,845000,4,2.5,2940,7675,2,0,0,3,9,2940,0,2004,0,98052,47.7054,-122.129,3120,6574
1939130120,20140718T000000,735000,4,2.5,3100,8529,2,0,0,3,9,3100,0,1990,0,98074,47.6252,-122.029,2710,8344
8562891240,20150211T000000,299950,4,2.5,1900,4054,2,0,0,3,7,1900,0,2003,0,98042,47.3767,-122.124,2520,4085
2767602094,20140516T000000,565000,3,2.25,1520,1221,3,0,0,3,8,1520,0,2013,0,98107,47.674,-122.377,1550,4750
522059172,20140814T000000,220000,3,1,1460,10200,1,0,0,4,7,1460,0,1957,0,98055,47.4238,-122.197,1460,8500
1525059198,20140521T000000,1185000,3,2.25,2760,40946,2,0,0,5,10,2760,0,1978,0,98005,47.6501,-122.164,3030,42253
2095500040,20140613T000000,325000,3,2.5,2070,8337,2,0,0,3,8,2070,0,1997,0,98030,47.3658,-122.176,2030,7248
5101400461,20150417T000000,449000,4,2,1560,5220,1,0,0,3,7,1560,0,1959,0,98115,47.6905,-122.305,1300,5220
3585300365,20140924T000000,625000,4,1.5,2190,13660,1,0,3,3,8,2190,0,1952,0,98177,47.7658,-122.37,2520,20500
808300180,20150211T000000,454000,4,2.5,3040,12522,2,0,0,3,7,3040,0,2000,0,98019,47.7247,-121.959,2490,9742
9328500630,20150302T000000,545000,3,2.25,1670,6240,1,0,0,4,8,1240,430,1974,0,98008,47.6413,-122.113,1910,7000
9542100165,20141107T000000,875000,4,3,3720,14125,1,0,0,4,9,1930,1790,1960,0,98005,47.5911,-122.177,3160,15300
7972604345,20140519T000000,137000,3,1,950,7620,1,0,0,3,6,950,0,1954,0,98106,47.5178,-122.346,1260,7620
1061500510,20141015T000000,350000,4,1.75,2420,8400,1,0,0,5,7,1620,800,1964,0,98056,47.5017,-122.165,1660,8400
126059310,20141130T000000,1.00E+06,3,2.25,3040,52302,1,0,0,3,9,3040,0,2005,0,98072,47.7635,-122.112,2070,38600
4022906430,20140630T000000,560000,3,2.25,2070,15002,1.5,0,0,3,8,2070,0,1955,2013,98155,47.7635,-122.274,2070,15002
9542830430,20140806T000000,3.00E+05,3,2.5,1880,4200,2,0,0,3,7,1880,0,2007,0,98038,47.366,-122.017,2090,4200
3530410020,20150114T000000,265000,2,1.75,1090,3272,1,0,0,5,8,1090,0,1970,0,98198,47.3794,-122.32,1160,5475
9828702649,20141028T000000,515000,3,2.5,1510,1178,2,0,0,3,8,1060,450,2007,0,98122,47.6181,-122.301,1510,1210
9528104109,20141027T000000,530000,3,2.5,1365,1090,3,0,0,3,7,1315,50,2003,0,98115,47.6776,-122.324,1360,1124
3990000050,20140616T000000,465000,3,2.25,2670,7500,1,0,0,4,7,1640,1030,1966,0,98166,47.4608,-122.354,1970,9598
3601800580,20141021T000000,250000,4,2,2600,9000,1,0,0,3,8,1410,1190,1959,0,98032,47.381,-122.299,2600,7200
9521100106,20140826T000000,440000,4,1,1780,4000,1.5,0,0,3,7,1780,0,1922,0,98103,47.6624,-122.354,1750,4000
291310340,20140708T000000,550000,3,3.5,2490,3582,2,0,0,3,8,1720,770,2005,0,98027,47.5338,-122.067,1445,1590
8820900670,20140623T000000,399950,3,1.75,1560,5223,1,0,0,4,7,810,750,1940,0,98125,47.7175,-122.288,1440,8491
7490000040,20140718T000000,2535000,5,3.25,3730,10626,1,0,4,4,10,3730,0,1963,0,98004,47.624,-122.221,4180,19110
6099400140,20140904T000000,230000,5,1,1920,19040,1,0,0,3,7,1160,760,1961,0,98168,47.4756,-122.294,1920,11520
2320069089,20140930T000000,212000,3,1.5,1830,12233,1.5,0,0,4,5,1830,0,1930,0,98022,47.2057,-122.003,1520,12233
6679000130,20150209T000000,275000,3,2.5,1560,4244,2,0,0,3,7,1560,0,2002,0,98038,47.3834,-122.027,1670,4251
8682300010,20150206T000000,829000,3,2.75,2690,10443,1,0,0,3,9,2690,0,2007,0,98053,47.7185,-122.024,1440,4185
9834200440,20140624T000000,615000,3,1.75,1720,4080,1,0,0,4,7,960,760,1924,0,98144,47.5747,-122.287,1660,4080
1189000645,20141022T000000,650000,4,2,1930,3976,1.5,0,0,4,8,1930,0,1914,0,98122,47.6117,-122.297,1470,4080
2592200030,20140618T000000,650000,3,1.75,2920,9370,1,0,0,4,8,1620,1300,1981,0,98006,47.5491,-122.151,2890,9609
1954420170,20140521T000000,368250,3,2.5,2150,7484,2,0,0,3,8,2150,0,1988,0,98074,47.6191,-122.043,2150,6879
4364700600,20141216T000000,216000,3,1,1010,7920,1,0,0,3,6,1010,0,1925,0,98126,47.5249,-122.37,1520,7560
9542840570,20150401T000000,305000,4,2.5,1620,4000,2,0,0,3,7,1620,0,2008,0,98038,47.3661,-122.02,1580,3780
3821400200,20141006T000000,215000,3,2,1290,9312,1,0,0,3,7,1290,0,1947,0,98168,47.4811,-122.325,1650,7300
3205400140,20140630T000000,385000,3,1.75,1300,7030,1,0,0,3,7,1300,0,1968,0,98034,47.721,-122.179,1450,7650
2475200080,20140908T000000,268000,3,1.75,1250,5546,1,0,0,4,7,1250,0,1987,0,98055,47.4725,-122.187,1640,4791
7972000010,20141021T000000,195000,3,1.75,1140,9628,1,0,0,4,7,1140,0,1969,0,98023,47.2933,-122.372,1510,9633
